Column1,Content ID,Type,Datetime,Category,Score,Sentiments,,,,
3941,de95cdb1-a85a-40de-8467-892e2d1481af,hate,31-08-2020 20:01,education,5,negative,,,,
3942,de95cdb1-a85a-40de-8467-892e2d1481af,scared,16-08-2020 12:23,education,15,negative,,,,
3943,de95cdb1-a85a-40de-8467-892e2d1481af,worried,20-04-2021 21:48,education,12,negative,,,,
3944,de95cdb1-a85a-40de-8467-892e2d1481af,super love,13-02-2021 13:18,education,75,positive,,,,
3945,de95cdb1-a85a-40de-8467-892e2d1481af,adore,28-07-2020 22:32,education,72,positive,,,,
3946,de95cdb1-a85a-40de-8467-892e2d1481af,heart,12-03-2021 18:40,education,60,positive,,,,
3947,de95cdb1-a85a-40de-8467-892e2d1481af,indifferent,20-08-2020 01:39,education,20,neutral,,,,
3948,de95cdb1-a85a-40de-8467-892e2d1481af,peeking,29-12-2020 07:59,education,35,neutral,,,,
3949,de95cdb1-a85a-40de-8467-892e2d1481af,intrigued,01-01-2021 02:54,education,45,positive,,,,
3950,de95cdb1-a85a-40de-8467-892e2d1481af,interested,30-01-2021 14:32,education,30,positive,,,,
3951,de95cdb1-a85a-40de-8467-892e2d1481af,worried,21-08-2020 04:50,education,12,negative,,,,
3952,de95cdb1-a85a-40de-8467-892e2d1481af,cherish,25-08-2020 03:40,education,70,positive,,,,
3953,de95cdb1-a85a-40de-8467-892e2d1481af,hate,06-11-2020 10:34,education,5,negative,,,,
3954,de95cdb1-a85a-40de-8467-892e2d1481af,want,25-03-2021 15:34,education,70,positive,,,,
3955,de95cdb1-a85a-40de-8467-892e2d1481af,peeking,07-01-2021 17:26,education,35,neutral,,,,
3956,de95cdb1-a85a-40de-8467-892e2d1481af,want,27-05-2021 12:04,education,70,positive,,,,
3957,de95cdb1-a85a-40de-8467-892e2d1481af,hate,23-07-2020 13:56,education,5,negative,,,,
3958,de95cdb1-a85a-40de-8467-892e2d1481af,heart,17-06-2021 11:52,education,60,positive,,,,
3959,de95cdb1-a85a-40de-8467-892e2d1481af,peeking,31-08-2020 23:36,education,35,neutral,,,,
3960,de95cdb1-a85a-40de-8467-892e2d1481af,intrigued,09-07-2020 18:44,education,45,positive,,,,
3961,de95cdb1-a85a-40de-8467-892e2d1481af,disgust,25-01-2021 12:39,education,0,negative,,,,
3962,de95cdb1-a85a-40de-8467-892e2d1481af,want,08-11-2020 19:52,education,70,positive,,,,
3963,de95cdb1-a85a-40de-8467-892e2d1481af,interested,08-03-2021 08:39,education,30,positive,,,,
3964,de95cdb1-a85a-40de-8467-892e2d1481af,heart,17-01-2021 02:08,education,60,positive,,,,
3965,de95cdb1-a85a-40de-8467-892e2d1481af,heart,20-03-2021 09:26,education,60,positive,,,,
3966,de95cdb1-a85a-40de-8467-892e2d1481af,heart,24-08-2020 19:44,education,60,positive,,,,
3968,e5f1a4c6-2b27-4c8b-ac9a-21bb6ef7c946,want,12-02-2021 11:54,soccer,70,positive,,,,
3970,6199f5ca-cc02-410d-a408-e034946de162,disgust,09-04-2021 00:41,animals,0,negative,,,,
3971,6199f5ca-cc02-410d-a408-e034946de162,heart,27-10-2020 23:23,animals,60,positive,,,,
3972,6199f5ca-cc02-410d-a408-e034946de162,like,14-02-2021 20:37,animals,50,positive,,,,
3973,6199f5ca-cc02-410d-a408-e034946de162,interested,22-08-2020 03:33,animals,30,positive,,,,
3974,6199f5ca-cc02-410d-a408-e034946de162,want,06-04-2021 09:09,animals,70,positive,,,,
3975,6199f5ca-cc02-410d-a408-e034946de162,love,18-10-2020 01:21,animals,65,positive,,,,
3976,6199f5ca-cc02-410d-a408-e034946de162,interested,09-08-2020 14:26,animals,30,positive,,,,
3977,6199f5ca-cc02-410d-a408-e034946de162,like,04-03-2021 00:11,animals,50,positive,,,,
3978,6199f5ca-cc02-410d-a408-e034946de162,indifferent,09-06-2021 03:11,animals,20,neutral,,,,
3979,6199f5ca-cc02-410d-a408-e034946de162,like,06-03-2021 18:46,animals,50,positive,,,,
3980,6199f5ca-cc02-410d-a408-e034946de162,disgust,17-11-2020 07:00,animals,0,negative,,,,
3981,6199f5ca-cc02-410d-a408-e034946de162,dislike,22-12-2020 02:00,animals,10,negative,,,,
3982,6199f5ca-cc02-410d-a408-e034946de162,worried,12-01-2021 10:27,animals,12,negative,,,,
3983,6199f5ca-cc02-410d-a408-e034946de162,cherish,05-05-2021 19:53,animals,70,positive,,,,
3984,6199f5ca-cc02-410d-a408-e034946de162,dislike,01-09-2020 07:17,animals,10,negative,,,,
3985,6199f5ca-cc02-410d-a408-e034946de162,interested,25-01-2021 04:45,animals,30,positive,,,,
3986,6199f5ca-cc02-410d-a408-e034946de162,want,30-06-2020 16:53,animals,70,positive,,,,
3987,6199f5ca-cc02-410d-a408-e034946de162,adore,10-12-2020 17:16,animals,72,positive,,,,
3988,6199f5ca-cc02-410d-a408-e034946de162,disgust,04-08-2020 23:23,animals,0,negative,,,,
3989,6199f5ca-cc02-410d-a408-e034946de162,disgust,22-07-2020 07:50,animals,0,negative,,,,
3990,6199f5ca-cc02-410d-a408-e034946de162,dislike,24-07-2020 07:41,animals,10,negative,,,,
3991,6199f5ca-cc02-410d-a408-e034946de162,scared,16-07-2020 15:04,animals,15,negative,,,,
3992,6199f5ca-cc02-410d-a408-e034946de162,hate,15-02-2021 17:49,animals,5,negative,,,,
3994,8490c29c-177f-4c21-9d37-d509f9287f30,indifferent,15-09-2020 12:36,tennis,20,neutral,,,,
3995,8490c29c-177f-4c21-9d37-d509f9287f30,disgust,26-05-2021 07:47,tennis,0,negative,,,,
3996,8490c29c-177f-4c21-9d37-d509f9287f30,hate,02-12-2020 16:57,tennis,5,negative,,,,
3997,8490c29c-177f-4c21-9d37-d509f9287f30,love,22-01-2021 02:10,tennis,65,positive,,,,
3998,8490c29c-177f-4c21-9d37-d509f9287f30,hate,31-10-2020 17:18,tennis,5,negative,,,,
3999,8490c29c-177f-4c21-9d37-d509f9287f30,indifferent,28-07-2020 11:21,tennis,20,neutral,,,,
4000,8490c29c-177f-4c21-9d37-d509f9287f30,hate,09-12-2020 20:08,tennis,5,negative,,,,
4001,8490c29c-177f-4c21-9d37-d509f9287f30,worried,04-12-2020 04:10,tennis,12,negative,,,,
4002,8490c29c-177f-4c21-9d37-d509f9287f30,peeking,06-07-2020 17:21,tennis,35,neutral,,,,
4003,8490c29c-177f-4c21-9d37-d509f9287f30,interested,15-11-2020 20:20,tennis,30,positive,,,,
4004,8490c29c-177f-4c21-9d37-d509f9287f30,like,13-08-2020 04:55,tennis,50,positive,,,,
4005,8490c29c-177f-4c21-9d37-d509f9287f30,interested,24-05-2021 10:56,tennis,30,positive,,,,
4006,8490c29c-177f-4c21-9d37-d509f9287f30,cherish,12-05-2021 00:04,tennis,70,positive,,,,
4007,8490c29c-177f-4c21-9d37-d509f9287f30,heart,29-12-2020 22:44,tennis,60,positive,,,,
4008,8490c29c-177f-4c21-9d37-d509f9287f30,worried,07-08-2020 21:46,tennis,12,negative,,,,
4009,8490c29c-177f-4c21-9d37-d509f9287f30,heart,08-09-2020 04:01,tennis,60,positive,,,,
4010,8490c29c-177f-4c21-9d37-d509f9287f30,intrigued,03-10-2020 14:38,tennis,45,positive,,,,
4011,8490c29c-177f-4c21-9d37-d509f9287f30,hate,30-01-2021 20:21,tennis,5,negative,,,,
4012,8490c29c-177f-4c21-9d37-d509f9287f30,cherish,13-02-2021 00:28,tennis,70,positive,,,,
4013,8490c29c-177f-4c21-9d37-d509f9287f30,want,29-04-2021 09:57,tennis,70,positive,,,,
4014,8490c29c-177f-4c21-9d37-d509f9287f30,cherish,18-01-2021 18:45,tennis,70,positive,,,,
4015,8490c29c-177f-4c21-9d37-d509f9287f30,intrigued,13-10-2020 10:54,tennis,45,positive,,,,
4016,8490c29c-177f-4c21-9d37-d509f9287f30,dislike,18-01-2021 11:44,tennis,10,negative,,,,
4017,8490c29c-177f-4c21-9d37-d509f9287f30,indifferent,03-01-2021 04:37,tennis,20,neutral,,,,
4018,8490c29c-177f-4c21-9d37-d509f9287f30,worried,08-10-2020 15:18,tennis,12,negative,,,,
4019,8490c29c-177f-4c21-9d37-d509f9287f30,like,01-11-2020 16:53,tennis,50,positive,,,,
4020,8490c29c-177f-4c21-9d37-d509f9287f30,adore,09-08-2020 09:41,tennis,72,positive,,,,
4021,8490c29c-177f-4c21-9d37-d509f9287f30,worried,28-01-2021 08:22,tennis,12,negative,,,,
4022,8490c29c-177f-4c21-9d37-d509f9287f30,dislike,04-07-2020 09:50,tennis,10,negative,,,,
4023,8490c29c-177f-4c21-9d37-d509f9287f30,interested,02-01-2021 21:40,tennis,30,positive,,,,
4025,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,peeking,27-08-2020 21:56,science,35,neutral,,,,
4026,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,heart,08-09-2020 12:49,science,60,positive,,,,
4027,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,07-09-2020 14:41,science,10,negative,,,,
4028,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,want,16-02-2021 19:32,science,70,positive,,,,
4029,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,disgust,20-04-2021 11:09,science,0,negative,,,,
4030,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,21-08-2020 23:45,science,10,negative,,,,
4031,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,28-10-2020 14:56,science,10,negative,,,,
4032,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,love,09-06-2021 02:08,science,65,positive,,,,
4033,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,hate,04-09-2020 21:10,science,5,negative,,,,
4034,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,interested,25-08-2020 12:12,science,30,positive,,,,
4035,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,indifferent,01-12-2020 22:37,science,20,neutral,,,,
4036,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,adore,09-06-2021 00:41,science,72,positive,,,,
4038,5651450a-d330-46e6-bac9-c7c7e7defaf2,intrigued,04-04-2021 21:54,animals,45,positive,,,,
4039,5651450a-d330-46e6-bac9-c7c7e7defaf2,hate,11-08-2020 23:26,animals,5,negative,,,,
4040,5651450a-d330-46e6-bac9-c7c7e7defaf2,love,12-05-2021 12:32,animals,65,positive,,,,
4041,5651450a-d330-46e6-bac9-c7c7e7defaf2,heart,12-06-2021 23:46,animals,60,positive,,,,
4042,5651450a-d330-46e6-bac9-c7c7e7defaf2,interested,15-03-2021 08:02,animals,30,positive,,,,
4043,5651450a-d330-46e6-bac9-c7c7e7defaf2,cherish,17-09-2020 14:28,animals,70,positive,,,,
4044,5651450a-d330-46e6-bac9-c7c7e7defaf2,scared,02-01-2021 01:18,animals,15,negative,,,,
4045,5651450a-d330-46e6-bac9-c7c7e7defaf2,like,01-01-2021 15:19,animals,50,positive,,,,
4046,5651450a-d330-46e6-bac9-c7c7e7defaf2,heart,24-11-2020 11:43,animals,60,positive,,,,
4047,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,28-12-2020 16:34,animals,70,positive,,,,
4048,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,15-11-2020 10:47,animals,70,positive,,,,
4049,5651450a-d330-46e6-bac9-c7c7e7defaf2,heart,26-05-2021 14:24,animals,60,positive,,,,
4050,5651450a-d330-46e6-bac9-c7c7e7defaf2,hate,20-09-2020 17:18,animals,5,negative,,,,
4051,5651450a-d330-46e6-bac9-c7c7e7defaf2,cherish,23-07-2020 01:08,animals,70,positive,,,,
4052,5651450a-d330-46e6-bac9-c7c7e7defaf2,heart,24-01-2021 22:09,animals,60,positive,,,,
4053,5651450a-d330-46e6-bac9-c7c7e7defaf2,like,07-08-2020 01:13,animals,50,positive,,,,
4054,5651450a-d330-46e6-bac9-c7c7e7defaf2,dislike,27-11-2020 09:20,animals,10,negative,,,,
4055,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,19-02-2021 09:14,animals,70,positive,,,,
4056,5651450a-d330-46e6-bac9-c7c7e7defaf2,intrigued,05-09-2020 22:15,animals,45,positive,,,,
4057,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,07-07-2020 16:46,animals,0,negative,,,,
4058,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,13-02-2021 00:27,animals,0,negative,,,,
4059,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,03-04-2021 22:22,animals,0,negative,,,,
4060,5651450a-d330-46e6-bac9-c7c7e7defaf2,intrigued,28-01-2021 07:07,animals,45,positive,,,,
4061,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,28-09-2020 09:23,animals,0,negative,,,,
4062,5651450a-d330-46e6-bac9-c7c7e7defaf2,peeking,25-02-2021 03:28,animals,35,neutral,,,,
4063,5651450a-d330-46e6-bac9-c7c7e7defaf2,like,10-01-2021 05:44,animals,50,positive,,,,
4064,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,09-09-2020 13:53,animals,70,positive,,,,
4065,5651450a-d330-46e6-bac9-c7c7e7defaf2,super love,12-02-2021 23:09,animals,75,positive,,,,
4066,5651450a-d330-46e6-bac9-c7c7e7defaf2,indifferent,11-12-2020 15:35,animals,20,neutral,,,,
4067,5651450a-d330-46e6-bac9-c7c7e7defaf2,peeking,16-05-2021 10:24,animals,35,neutral,,,,
4068,5651450a-d330-46e6-bac9-c7c7e7defaf2,peeking,27-09-2020 06:47,animals,35,neutral,,,,
4069,5651450a-d330-46e6-bac9-c7c7e7defaf2,super love,10-09-2020 08:42,animals,75,positive,,,,
4070,5651450a-d330-46e6-bac9-c7c7e7defaf2,peeking,19-05-2021 23:47,animals,35,neutral,,,,
4071,5651450a-d330-46e6-bac9-c7c7e7defaf2,adore,22-07-2020 07:20,animals,72,positive,,,,
4072,5651450a-d330-46e6-bac9-c7c7e7defaf2,scared,12-10-2020 14:38,animals,15,negative,,,,
4073,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,22-09-2020 14:42,animals,0,negative,,,,
4074,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,12-02-2021 05:06,animals,70,positive,,,,
4075,5651450a-d330-46e6-bac9-c7c7e7defaf2,worried,17-12-2020 12:38,animals,12,negative,,,,
4076,5651450a-d330-46e6-bac9-c7c7e7defaf2,cherish,06-06-2021 21:50,animals,70,positive,,,,
4077,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,22-03-2021 18:00,animals,70,positive,,,,
4079,7c2e209e-acea-4246-a32d-636e2f2cc2c1,adore,03-09-2020 09:49,dogs,72,positive,,,,
4080,7c2e209e-acea-4246-a32d-636e2f2cc2c1,disgust,23-03-2021 09:39,dogs,0,negative,,,,
4081,7c2e209e-acea-4246-a32d-636e2f2cc2c1,like,10-09-2020 22:13,dogs,50,positive,,,,
4082,7c2e209e-acea-4246-a32d-636e2f2cc2c1,like,30-03-2021 06:03,dogs,50,positive,,,,
4083,7c2e209e-acea-4246-a32d-636e2f2cc2c1,worried,01-10-2020 18:22,dogs,12,negative,,,,
4084,7c2e209e-acea-4246-a32d-636e2f2cc2c1,indifferent,11-09-2020 02:44,dogs,20,neutral,,,,
4085,7c2e209e-acea-4246-a32d-636e2f2cc2c1,dislike,11-09-2020 15:52,dogs,10,negative,,,,
4086,7c2e209e-acea-4246-a32d-636e2f2cc2c1,indifferent,17-02-2021 21:42,dogs,20,neutral,,,,
4088,a72552ac-cad2-4707-8bc6-dea84a5ab72b,adore,27-06-2020 06:48,studying,72,positive,,,,
4089,a72552ac-cad2-4707-8bc6-dea84a5ab72b,super love,27-08-2020 06:32,studying,75,positive,,,,
4090,a72552ac-cad2-4707-8bc6-dea84a5ab72b,worried,17-12-2020 06:08,studying,12,negative,,,,
4091,a72552ac-cad2-4707-8bc6-dea84a5ab72b,scared,05-02-2021 20:47,studying,15,negative,,,,
4092,a72552ac-cad2-4707-8bc6-dea84a5ab72b,hate,31-10-2020 12:40,studying,5,negative,,,,
4094,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,scared,17-10-2020 22:47,veganism,15,negative,,,,
4095,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,want,20-06-2020 23:50,veganism,70,positive,,,,
4096,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,like,21-05-2021 12:26,veganism,50,positive,,,,
4097,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,adore,01-07-2020 22:17,veganism,72,positive,,,,
4098,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,indifferent,31-12-2020 19:41,veganism,20,neutral,,,,
4099,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,heart,28-05-2021 22:01,veganism,60,positive,,,,
4100,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,want,20-11-2020 12:46,veganism,70,positive,,,,
4101,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,love,22-08-2020 13:26,veganism,65,positive,,,,
4103,2eb7feec-26a4-4949-8470-3e66c16536e9,worried,11-03-2021 14:44,tennis,12,negative,,,,
4104,2eb7feec-26a4-4949-8470-3e66c16536e9,dislike,08-06-2021 16:10,tennis,10,negative,,,,
4105,2eb7feec-26a4-4949-8470-3e66c16536e9,disgust,26-08-2020 14:32,tennis,0,negative,,,,
4106,2eb7feec-26a4-4949-8470-3e66c16536e9,love,29-10-2020 15:09,tennis,65,positive,,,,
4107,2eb7feec-26a4-4949-8470-3e66c16536e9,worried,29-11-2020 03:31,tennis,12,negative,,,,
4108,2eb7feec-26a4-4949-8470-3e66c16536e9,super love,08-11-2020 01:52,tennis,75,positive,,,,
4109,2eb7feec-26a4-4949-8470-3e66c16536e9,love,23-11-2020 03:13,tennis,65,positive,,,,
4110,2eb7feec-26a4-4949-8470-3e66c16536e9,dislike,27-06-2020 08:16,tennis,10,negative,,,,
4111,2eb7feec-26a4-4949-8470-3e66c16536e9,indifferent,01-06-2021 08:01,tennis,20,neutral,,,,
4112,2eb7feec-26a4-4949-8470-3e66c16536e9,hate,05-05-2021 04:27,tennis,5,negative,,,,
4113,2eb7feec-26a4-4949-8470-3e66c16536e9,scared,11-11-2020 08:26,tennis,15,negative,,,,
4114,2eb7feec-26a4-4949-8470-3e66c16536e9,like,07-08-2020 02:02,tennis,50,positive,,,,
4115,2eb7feec-26a4-4949-8470-3e66c16536e9,indifferent,17-06-2021 06:21,tennis,20,neutral,,,,
4116,2eb7feec-26a4-4949-8470-3e66c16536e9,interested,05-08-2020 19:41,tennis,30,positive,,,,
4117,2eb7feec-26a4-4949-8470-3e66c16536e9,love,06-11-2020 19:59,tennis,65,positive,,,,
4118,2eb7feec-26a4-4949-8470-3e66c16536e9,heart,06-10-2020 16:33,tennis,60,positive,,,,
4119,2eb7feec-26a4-4949-8470-3e66c16536e9,hate,20-10-2020 00:59,tennis,5,negative,,,,
4121,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,10-10-2020 06:33,studying,12,negative,,,,
4122,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,07-11-2020 14:27,studying,75,positive,,,,
4123,0d3d0a35-f806-4536-8733-abf1f92763e2,heart,25-03-2021 03:04,studying,60,positive,,,,
4124,0d3d0a35-f806-4536-8733-abf1f92763e2,adore,05-10-2020 20:15,studying,72,positive,,,,
4125,0d3d0a35-f806-4536-8733-abf1f92763e2,scared,09-08-2020 00:35,studying,15,negative,,,,
4126,0d3d0a35-f806-4536-8733-abf1f92763e2,scared,03-08-2020 02:27,studying,15,negative,,,,
4127,0d3d0a35-f806-4536-8733-abf1f92763e2,love,16-07-2020 15:57,studying,65,positive,,,,
4128,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,29-12-2020 19:41,studying,12,negative,,,,
4129,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,06-07-2020 11:25,studying,75,positive,,,,
4130,0d3d0a35-f806-4536-8733-abf1f92763e2,like,06-09-2020 13:01,studying,50,positive,,,,
4131,0d3d0a35-f806-4536-8733-abf1f92763e2,want,06-04-2021 11:07,studying,70,positive,,,,
4132,0d3d0a35-f806-4536-8733-abf1f92763e2,want,08-06-2021 16:49,studying,70,positive,,,,
4133,0d3d0a35-f806-4536-8733-abf1f92763e2,indifferent,11-06-2021 05:40,studying,20,neutral,,,,
4134,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,14-12-2020 22:00,studying,12,negative,,,,
4135,0d3d0a35-f806-4536-8733-abf1f92763e2,cherish,16-10-2020 09:22,studying,70,positive,,,,
4136,0d3d0a35-f806-4536-8733-abf1f92763e2,intrigued,18-03-2021 18:08,studying,45,positive,,,,
4137,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,05-08-2020 17:10,studying,75,positive,,,,
4138,0d3d0a35-f806-4536-8733-abf1f92763e2,heart,04-03-2021 00:48,studying,60,positive,,,,
4139,0d3d0a35-f806-4536-8733-abf1f92763e2,scared,18-07-2020 07:30,studying,15,negative,,,,
4140,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,28-11-2020 12:54,studying,75,positive,,,,
4141,0d3d0a35-f806-4536-8733-abf1f92763e2,love,29-03-2021 11:05,studying,65,positive,,,,
4142,0d3d0a35-f806-4536-8733-abf1f92763e2,cherish,29-11-2020 04:03,studying,70,positive,,,,
4143,0d3d0a35-f806-4536-8733-abf1f92763e2,peeking,30-07-2020 05:29,studying,35,neutral,,,,
4144,0d3d0a35-f806-4536-8733-abf1f92763e2,hate,14-03-2021 20:04,studying,5,negative,,,,
4145,0d3d0a35-f806-4536-8733-abf1f92763e2,cherish,01-07-2020 06:05,studying,70,positive,,,,
4146,0d3d0a35-f806-4536-8733-abf1f92763e2,peeking,16-02-2021 05:22,studying,35,neutral,,,,
4147,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,03-11-2020 12:33,studying,75,positive,,,,
4148,0d3d0a35-f806-4536-8733-abf1f92763e2,hate,27-07-2020 05:53,studying,5,negative,,,,
4150,f783f128-6f66-4ef3-a190-5afc29d17012,intrigued,15-07-2020 12:21,tennis,45,positive,,,,
4151,f783f128-6f66-4ef3-a190-5afc29d17012,cherish,25-03-2021 18:32,tennis,70,positive,,,,
4152,f783f128-6f66-4ef3-a190-5afc29d17012,want,05-06-2021 05:30,tennis,70,positive,,,,
4153,f783f128-6f66-4ef3-a190-5afc29d17012,scared,28-09-2020 19:16,tennis,15,negative,,,,
4154,f783f128-6f66-4ef3-a190-5afc29d17012,disgust,02-05-2021 06:03,tennis,0,negative,,,,
4155,f783f128-6f66-4ef3-a190-5afc29d17012,cherish,14-03-2021 06:47,tennis,70,positive,,,,
4156,f783f128-6f66-4ef3-a190-5afc29d17012,super love,22-02-2021 23:55,tennis,75,positive,,,,
4157,f783f128-6f66-4ef3-a190-5afc29d17012,heart,19-11-2020 03:51,tennis,60,positive,,,,
4158,f783f128-6f66-4ef3-a190-5afc29d17012,adore,07-11-2020 17:14,tennis,72,positive,,,,
4159,f783f128-6f66-4ef3-a190-5afc29d17012,heart,30-10-2020 04:13,tennis,60,positive,,,,
4160,f783f128-6f66-4ef3-a190-5afc29d17012,adore,27-01-2021 01:12,tennis,72,positive,,,,
4161,f783f128-6f66-4ef3-a190-5afc29d17012,indifferent,13-03-2021 05:59,tennis,20,neutral,,,,
4162,f783f128-6f66-4ef3-a190-5afc29d17012,worried,08-11-2020 03:56,tennis,12,negative,,,,
4163,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,26-02-2021 18:30,tennis,10,negative,,,,
4164,f783f128-6f66-4ef3-a190-5afc29d17012,super love,10-12-2020 23:19,tennis,75,positive,,,,
4165,f783f128-6f66-4ef3-a190-5afc29d17012,scared,31-03-2021 00:08,tennis,15,negative,,,,
4166,f783f128-6f66-4ef3-a190-5afc29d17012,love,21-10-2020 09:30,tennis,65,positive,,,,
4167,f783f128-6f66-4ef3-a190-5afc29d17012,cherish,28-04-2021 03:30,tennis,70,positive,,,,
4168,f783f128-6f66-4ef3-a190-5afc29d17012,interested,28-08-2020 17:39,tennis,30,positive,,,,
4169,f783f128-6f66-4ef3-a190-5afc29d17012,intrigued,25-12-2020 21:55,tennis,45,positive,,,,
4170,f783f128-6f66-4ef3-a190-5afc29d17012,peeking,10-04-2021 05:20,tennis,35,neutral,,,,
4171,f783f128-6f66-4ef3-a190-5afc29d17012,heart,25-07-2020 19:33,tennis,60,positive,,,,
4172,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,27-06-2020 12:59,tennis,10,negative,,,,
4173,f783f128-6f66-4ef3-a190-5afc29d17012,want,10-08-2020 14:04,tennis,70,positive,,,,
4174,f783f128-6f66-4ef3-a190-5afc29d17012,indifferent,29-01-2021 21:05,tennis,20,neutral,,,,
4175,f783f128-6f66-4ef3-a190-5afc29d17012,heart,28-06-2020 04:57,tennis,60,positive,,,,
4176,f783f128-6f66-4ef3-a190-5afc29d17012,like,11-07-2020 21:00,tennis,50,positive,,,,
4177,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,16-01-2021 16:48,tennis,10,negative,,,,
4179,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,interested,13-04-2021 07:22,cooking,30,positive,,,,
4180,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,11-02-2021 06:18,cooking,75,positive,,,,
4181,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,06-07-2020 23:47,cooking,75,positive,,,,
4182,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,scared,21-11-2020 16:04,cooking,15,negative,,,,
4183,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,31-05-2021 04:39,cooking,35,neutral,,,,
4184,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,24-02-2021 18:21,cooking,0,negative,,,,
4185,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,intrigued,24-12-2020 19:18,cooking,45,positive,,,,
4186,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cherish,25-05-2021 07:32,cooking,70,positive,,,,
4187,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,19-03-2021 01:23,cooking,50,positive,,,,
4188,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,24-04-2021 01:34,cooking,75,positive,,,,
4189,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,25-07-2020 01:48,cooking,60,positive,,,,
4190,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,love,22-06-2020 17:30,cooking,65,positive,,,,
4191,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,19-05-2021 03:38,cooking,60,positive,,,,
4192,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,04-07-2020 05:59,cooking,0,negative,,,,
4193,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,dislike,28-12-2020 19:17,cooking,10,negative,,,,
4194,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,15-03-2021 03:08,cooking,50,positive,,,,
4195,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,intrigued,11-04-2021 01:55,cooking,45,positive,,,,
4196,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,12-11-2020 03:16,cooking,60,positive,,,,
4197,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,21-12-2020 20:04,cooking,50,positive,,,,
4198,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,intrigued,08-06-2021 03:29,cooking,45,positive,,,,
4199,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cherish,27-12-2020 13:53,cooking,70,positive,,,,
4200,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,interested,14-08-2020 22:18,cooking,30,positive,,,,
